1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -4.876917e-02 + i -8.268380e-03 ; 0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.876917e-02 + i -8.268380e-03 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.150707e-06 + i -1.815592e-06 ; -1.769848e-02 + i -3.000621e-03 ; -1.769848e-02 + i -3.000621e-03 ; -9.051906e-03 + i -1.534934e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.551429e-03 + i -6.023774e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.165238e-03 + i -1.045525e-03 ; -3.628594e-03 + i -6.151959e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.879007e-03 + i -4.883741e-04 ; -1.199395e-03 + i -2.033468e-04 ; 0.000000e+00 + i -0.000000e+00 ; -6.165238e-03 + i -1.045525e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.628594e-03 + i -6.151959e-04 ; -2.879007e-03 + i -4.883741e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.199395e-03 + i -2.033468e-04 ; -4.327588e-03 + i -7.339682e-04 ; -2.743626e-03 + i -4.651574e-04 ; -2.743626e-03 + i -4.651574e-04 ; -2.357146e-03 + i -3.998973e-04 ; -1.019759e-03 + i -1.728911e-04 ; -1.019759e-03 + i -1.728911e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.594188e-03 + i 2.700165e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.739162e-03 + i 6.336776e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.769384e-03 + i 2.997193e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.517272e-03 + i 7.655992e-04 ; 1.019759e-03 + i 1.728911e-04 ; 2.734274e-04 + i 4.635719e-05 ; 1.172660e-03 + i 1.985500e-04 ; 2.743626e-03 + i 4.651574e-04 ; 1.005160e-03 + i 1.704159e-04 ; 2.156095e-03 + i 3.652827e-04 ; 1.199395e-03 + i 2.033468e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.272595e-03 + i 2.154932e-04 ; 3.628594e-03 + i 6.151959e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.409784e-03 + i 4.082933e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; 1.769848e-02 + i 3.000621e-03 ; 1.769848e-02 + i 3.000621e-03 ; -9.150707e-06 + i -1.815592e-06 ; 0.000000e+00 + i -0.000000e+00 ; 4.876917e-02 + i 8.268380e-03 ; -1.626761e-02 + i -2.758293e-03 ; 4.876917e-02 + i 8.268380e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; 
-6.165238e-03 + i -1.045525e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.628594e-03 + i -6.151959e-04 ; -1.440602e-02 + i -2.442678e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.499335e-02 + i -2.541989e-03 ; -4.327588e-03 + i -7.339682e-04 ; 2.743626e-03 + i 4.651574e-04 ; -2.743626e-03 + i -4.651574e-04 ; -6.588023e-03 + i -1.117205e-03 ; 8.573737e-03 + i 1.453601e-03 ; -8.573737e-03 + i -1.453601e-03 ; -9.051906e-03 + i -1.534934e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.556037e-02 + i -6.029209e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.165238e-03 + i -1.045525e-03 ; 3.628594e-03 + i 6.151959e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.440602e-02 + i -2.442678e-03 ; 1.499335e-02 + i 2.541989e-03 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.876917e-02 + i 8.268380e-03 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.150707e-06 + i -1.815592e-06 ; -1.769848e-02 + i -3.000621e-03 ; 1.769848e-02 + i 3.000621e-03 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -4.876917e-02 + i -8.268380e-03 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 3.739162e-03 + i 6.336776e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.152561e-02 + i 1.953800e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.743626e-03 + i 4.651574e-04 ; 2.156095e-03 + i 3.652827e-04 ; 1.005160e-03 + i 1.704159e-04 ; 8.573737e-03 + i 1.453601e-03 ; 3.283387e-03 + i 5.564050e-04 ; 4.957229e-03 + i 8.404542e-04 ; -0.000000e+00 + i -0.000000e+00 ; 4.517272e-03 + i 7.655992e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.776644e-02 + i 3.011878e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.628594e-03 + i 6.151959e-04 ; 2.409784e-03 + i 4.082933e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.499335e-02 + i 2.541989e-03 ; 2.856637e-03 + i 4.840533e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; 4.876917e-02 + i 8.268380e-03 ; -1.769848e-02 + i -3.000621e-03 ; -9.150707e-06 + i -1.815592e-06 ; 1.769848e-02 + i 3.000621e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; 0.000000e+00 + i -0.000000e+00 ; -4.876917e-02 + i -8.268380e-03 ; -1.626761e-02 + i -2.758293e-03 ; 0.000000e+00 + i -0.000000e+00 ; 
-3.628594e-03 + i -6.151959e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.409784e-03 + i 4.082933e-04 ; -1.499335e-02 + i -2.541989e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.856637e-03 + i 4.840533e-04 ; -2.743626e-03 + i -4.651574e-04 ; 1.005160e-03 + i 1.704159e-04 ; 2.156095e-03 + i 3.652827e-04 ; -8.573737e-03 + i -1.453601e-03 ; 4.957229e-03 + i 8.404542e-04 ; 3.283387e-03 + i 5.564050e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.517272e-03 + i 7.655992e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.776644e-02 + i 3.011878e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.739162e-03 + i 6.336776e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.152561e-02 + i 1.953800e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; 4.876917e-02 + i 8.268380e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -0.000000e+00 + i -0.000000e+00 ; 4.876917e-02 + i 8.268380e-03 ; -1.626761e-02 + i -2.758293e-03 ; 1.769848e-02 + i 3.000621e-03 ; 1.769848e-02 + i 3.000621e-03 ; -9.150707e-06 + i -1.815592e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; 
-2.879007e-03 + i -4.883741e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.199395e-03 + i -2.033468e-04 ; -6.165238e-03 + i -1.045525e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.628594e-03 + i -6.151959e-04 ; -2.357146e-03 + i -3.998973e-04 ; 1.019759e-03 + i 1.728911e-04 ; -1.019759e-03 + i -1.728911e-04 ; -4.327588e-03 + i -7.339682e-04 ; 2.743626e-03 + i 4.651574e-04 ; -2.743626e-03 + i -4.651574e-04 ; -3.551429e-03 + i -6.023774e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.051906e-03 + i -1.534934e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.879007e-03 + i -4.883741e-04 ; 1.199395e-03 + i 2.033468e-04 ; -0.000000e+00 + i -0.000000e+00 ; -6.165238e-03 + i -1.045525e-03 ; 3.628594e-03 + i 6.151959e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -0.000000e+00 + i -0.000000e+00 ; -4.876917e-02 + i -8.268380e-03 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.150707e-06 + i -1.815592e-06 ; 1.769848e-02 + i 3.000621e-03 ; -1.769848e-02 + i -3.000621e-03 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; 4.876917e-02 + i 8.268380e-03 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.594188e-03 + i 2.700165e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.739162e-03 + i 6.336776e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.019759e-03 + i 1.728911e-04 ; 1.172660e-03 + i 1.985500e-04 ; 2.734274e-04 + i 4.635719e-05 ; 2.743626e-03 + i 4.651574e-04 ; 2.156095e-03 + i 3.652827e-04 ; 1.005160e-03 + i 1.704159e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.769384e-03 + i 2.997193e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.517272e-03 + i 7.655992e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.199395e-03 + i 2.033468e-04 ; 1.272595e-03 + i 2.154932e-04 ; 0.000000e+00 + i -0.000000e+00 ; 3.628594e-03 + i 6.151959e-04 ; 2.409784e-03 + i 4.082933e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.769848e-02 + i 3.000621e-03 ; -9.150707e-06 + i -1.815592e-06 ; 1.769848e-02 + i 3.000621e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; 4.876917e-02 + i 8.268380e-03 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.876917e-02 + i 8.268380e-03 ; -1.626761e-02 + i -2.758293e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; 0.000000e+00 + i -0.000000e+00 ; 
-1.199395e-03 + i -2.033468e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.272595e-03 + i 2.154932e-04 ; -3.628594e-03 + i -6.151959e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.409784e-03 + i 4.082933e-04 ; -1.019759e-03 + i -1.728911e-04 ; 2.734274e-04 + i 4.635719e-05 ; 1.172660e-03 + i 1.985500e-04 ; -2.743626e-03 + i -4.651574e-04 ; 1.005160e-03 + i 1.704159e-04 ; 2.156095e-03 + i 3.652827e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.769384e-03 + i 2.997193e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.517272e-03 + i 7.655992e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.594188e-03 + i 2.700165e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.739162e-03 + i 6.336776e-04 ; -4.876917e-02 + i -8.268380e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; -1.769848e-02 + i -3.000621e-03 ; 1.769848e-02 + i 3.000621e-03 ; -9.150707e-06 + i -1.815592e-06 ; -0.000000e+00 + i -0.000000e+00 ; 4.876917e-02 + i 8.268380e-03 ; -1.626761e-02 + i -2.758293e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; 
-4.327588e-03 + i -7.339682e-04 ; -2.743626e-03 + i -4.651574e-04 ; -2.743626e-03 + i -4.651574e-04 ; -6.588023e-03 + i -1.117205e-03 ; -8.573737e-03 + i -1.453601e-03 ; -8.573737e-03 + i -1.453601e-03 ; -6.165238e-03 + i -1.045525e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.628594e-03 + i -6.151959e-04 ; -1.440602e-02 + i -2.442678e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.499335e-02 + i -2.541989e-03 ; -6.165238e-03 + i -1.045525e-03 ; -3.628594e-03 + i -6.151959e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.440602e-02 + i -2.442678e-03 ; -1.499335e-02 + i -2.541989e-03 ; -0.000000e+00 + i -0.000000e+00 ; -9.051906e-03 + i -1.534934e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.556037e-02 + i -6.029209e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.150707e-06 + i -1.815592e-06 ; 1.769848e-02 + i 3.000621e-03 ; 1.769848e-02 + i 3.000621e-03 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.876917e-02 + i 8.268380e-03 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; 4.876917e-02 + i 8.268380e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-2.743626e-03 + i -4.651574e-04 ; 2.156095e-03 + i 3.652827e-04 ; -1.005160e-03 + i -1.704159e-04 ; -8.573737e-03 + i -1.453601e-03 ; 3.283387e-03 + i 5.564050e-04 ; -4.957229e-03 + i -8.404542e-04 ; -0.000000e+00 + i -0.000000e+00 ; 3.739162e-03 + i 6.336776e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.152561e-02 + i 1.953800e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.628594e-03 + i -6.151959e-04 ; 2.409784e-03 + i 4.082933e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.499335e-02 + i -2.541989e-03 ; 2.856637e-03 + i 4.840533e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.517272e-03 + i 7.655992e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.776644e-02 + i 3.011878e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -4.876917e-02 + i -8.268380e-03 ; 1.769848e-02 + i 3.000621e-03 ; -9.150707e-06 + i -1.815592e-06 ; -1.769848e-02 + i -3.000621e-03 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.876917e-02 + i 8.268380e-03 ; -1.626761e-02 + i -2.758293e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; 
-2.743626e-03 + i -4.651574e-04 ; -1.005160e-03 + i -1.704159e-04 ; 2.156095e-03 + i 3.652827e-04 ; -8.573737e-03 + i -1.453601e-03 ; -4.957229e-03 + i -8.404542e-04 ; 3.283387e-03 + i 5.564050e-04 ; -3.628594e-03 + i -6.151959e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.409784e-03 + i 4.082933e-04 ; -1.499335e-02 + i -2.541989e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.856637e-03 + i 4.840533e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.739162e-03 + i 6.336776e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.152561e-02 + i 1.953800e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.517272e-03 + i 7.655992e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.776644e-02 + i 3.011878e-03 ; -0.000000e+00 + i -0.000000e+00 ; -4.876917e-02 + i -8.268380e-03 ; -1.626761e-02 + i -2.758293e-03 ; 1.769848e-02 + i 3.000621e-03 ; -1.769848e-02 + i -3.000621e-03 ; -9.150707e-06 + i -1.815592e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; 4.876917e-02 + i 8.268380e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; 
-2.357146e-03 + i -3.998973e-04 ; -1.019759e-03 + i -1.728911e-04 ; -1.019759e-03 + i -1.728911e-04 ; -4.327588e-03 + i -7.339682e-04 ; -2.743626e-03 + i -4.651574e-04 ; -2.743626e-03 + i -4.651574e-04 ; -2.879007e-03 + i -4.883741e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.199395e-03 + i -2.033468e-04 ; -6.165238e-03 + i -1.045525e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.628594e-03 + i -6.151959e-04 ; -2.879007e-03 + i -4.883741e-04 ; -1.199395e-03 + i -2.033468e-04 ; -0.000000e+00 + i -0.000000e+00 ; -6.165238e-03 + i -1.045525e-03 ; -3.628594e-03 + i -6.151959e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.551429e-03 + i -6.023774e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.051906e-03 + i -1.534934e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.150707e-06 + i -1.815592e-06 ; -1.769848e-02 + i -3.000621e-03 ; -1.769848e-02 + i -3.000621e-03 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -0.000000e+00 + i -0.000000e+00 ; -4.876917e-02 + i -8.268380e-03 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -4.876917e-02 + i -8.268380e-03 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-1.019759e-03 + i -1.728911e-04 ; 1.172660e-03 + i 1.985500e-04 ; -2.734274e-04 + i -4.635719e-05 ; -2.743626e-03 + i -4.651574e-04 ; 2.156095e-03 + i 3.652827e-04 ; -1.005160e-03 + i -1.704159e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.594188e-03 + i 2.700165e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.739162e-03 + i 6.336776e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.199395e-03 + i -2.033468e-04 ; 1.272595e-03 + i 2.154932e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.628594e-03 + i -6.151959e-04 ; 2.409784e-03 + i 4.082933e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.769384e-03 + i 2.997193e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.517272e-03 + i 7.655992e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.769848e-02 + i -3.000621e-03 ; -9.150707e-06 + i -1.815592e-06 ; -1.769848e-02 + i -3.000621e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.626761e-02 + i -2.758293e-03 ; -4.876917e-02 + i -8.268380e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.250156e-02 + i 5.510087e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -4.876917e-02 + i -8.268380e-03 ; -1.626761e-02 + i -2.758293e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.839280e-01 + i -3.118362e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.194017e-02 + i 1.558737e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.385129e+00 + i 6.529501e-02 ; -0.000000e+00 + i -0.000000e+00 ; 
