1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -1.614781e-02 + i -1.758785e-03 ; 0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.614781e-02 + i -1.758785e-03 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.807637e-05 + i -3.230862e-06 ; -5.861362e-03 + i -6.384069e-04 ; -5.861362e-03 + i -6.384069e-04 ; -3.010159e-03 + i -3.291215e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.185802e-03 + i -1.304152e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.053083e-03 + i -2.248785e-04 ; -1.203136e-03 + i -1.310435e-04 ; 0.000000e+00 + i -0.000000e+00 ; -9.625450e-04 + i -1.060982e-04 ; -3.982448e-04 + i -4.337669e-05 ; 0.000000e+00 + i -0.000000e+00 ; -2.053083e-03 + i -2.248785e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.203136e-03 + i -1.310435e-04 ; -9.625450e-04 + i -1.060982e-04 ; 0.000000e+00 + i -0.000000e+00 ; -3.982448e-04 + i -4.337669e-05 ; -1.443586e-03 + i -1.584930e-04 ; -9.099046e-04 + i -9.910537e-05 ; -9.099046e-04 + i -9.910537e-05 ; -7.892174e-04 + i -8.721933e-05 ; -3.386726e-04 + i -3.688822e-05 ; -3.386726e-04 + i -3.688822e-05 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.227258e-04 + i 5.567701e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.230929e-03 + i 1.328104e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.805249e-04 + i 6.197197e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.488008e-03 + i 1.608105e-04 ; 3.386726e-04 + i 3.688822e-05 ; 9.080810e-05 + i 9.890817e-06 ; 3.830683e-04 + i 4.046602e-05 ; 9.099046e-04 + i 9.910537e-05 ; 3.333543e-04 + i 3.630842e-05 ; 7.066823e-04 + i 7.571081e-05 ; 3.982448e-04 + i 4.337669e-05 ; 0.000000e+00 + i -0.000000e+00 ; 4.159446e-04 + i 4.404644e-05 ; 1.203136e-03 + i 1.310435e-04 ; 0.000000e+00 + i -0.000000e+00 ; 7.901454e-04 + i 8.480104e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; 5.861362e-03 + i 6.384069e-04 ; 5.861362e-03 + i 6.384069e-04 ; -1.807637e-05 + i -3.230862e-06 ; 0.000000e+00 + i -0.000000e+00 ; 1.614781e-02 + i 1.758785e-03 ; -5.404791e-03 + i -5.899405e-04 ; 1.614781e-02 + i 1.758785e-03 ; 0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; 
-2.053083e-03 + i -2.248785e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.203136e-03 + i -1.310435e-04 ; -4.785011e-03 + i -5.224350e-04 ; -0.000000e+00 + i -0.000000e+00 ; -4.966547e-03 + i -5.409458e-04 ; -1.443586e-03 + i -1.584930e-04 ; 9.099046e-04 + i 9.910537e-05 ; -9.099046e-04 + i -9.910537e-05 ; -2.194371e-03 + i -2.402677e-04 ; 2.840666e-03 + i 3.093995e-04 ; -2.840666e-03 + i -3.093995e-04 ; -3.010159e-03 + i -3.291215e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.179188e-02 + i -1.285609e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.053083e-03 + i -2.248785e-04 ; 1.203136e-03 + i 1.310435e-04 ; -0.000000e+00 + i -0.000000e+00 ; -4.785011e-03 + i -5.224350e-04 ; 4.966547e-03 + i 5.409458e-04 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.614781e-02 + i 1.758785e-03 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.807637e-05 + i -3.230862e-06 ; -5.861362e-03 + i -6.384069e-04 ; 5.861362e-03 + i 6.384069e-04 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -1.614781e-02 + i -1.758785e-03 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.230929e-03 + i 1.328104e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.804841e-03 + i 4.131536e-04 ; -0.000000e+00 + i -0.000000e+00 ; 9.099046e-04 + i 9.910537e-05 ; 7.066823e-04 + i 7.571081e-05 ; 3.333543e-04 + i 3.630842e-05 ; 2.840666e-03 + i 3.093995e-04 ; 1.076243e-03 + i 1.159608e-04 ; 1.642438e-03 + i 1.788910e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.488008e-03 + i 1.608105e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.868788e-03 + i 6.379537e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.203136e-03 + i 1.310435e-04 ; 7.901454e-04 + i 8.480104e-05 ; 0.000000e+00 + i -0.000000e+00 ; 4.966547e-03 + i 5.409458e-04 ; 9.332452e-04 + i 1.003854e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; 1.614781e-02 + i 1.758785e-03 ; -5.861362e-03 + i -6.384069e-04 ; -1.807637e-05 + i -3.230862e-06 ; 5.861362e-03 + i 6.384069e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.614781e-02 + i -1.758785e-03 ; -5.404791e-03 + i -5.899405e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-1.203136e-03 + i -1.310435e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.901454e-04 + i 8.480104e-05 ; -4.966547e-03 + i -5.409458e-04 ; -0.000000e+00 + i -0.000000e+00 ; 9.332452e-04 + i 1.003854e-04 ; -9.099046e-04 + i -9.910537e-05 ; 3.333543e-04 + i 3.630842e-05 ; 7.066823e-04 + i 7.571081e-05 ; -2.840666e-03 + i -3.093995e-04 ; 1.642438e-03 + i 1.788910e-04 ; 1.076243e-03 + i 1.159608e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.488008e-03 + i 1.608105e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.868788e-03 + i 6.379537e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.230929e-03 + i 1.328104e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.804841e-03 + i 4.131536e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; 1.614781e-02 + i 1.758785e-03 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.614781e-02 + i 1.758785e-03 ; -5.404791e-03 + i -5.899405e-04 ; 5.861362e-03 + i 6.384069e-04 ; 5.861362e-03 + i 6.384069e-04 ; -1.807637e-05 + i -3.230862e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; 
-9.625450e-04 + i -1.060982e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.982448e-04 + i -4.337669e-05 ; -2.053083e-03 + i -2.248785e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.203136e-03 + i -1.310435e-04 ; -7.892174e-04 + i -8.721933e-05 ; 3.386726e-04 + i 3.688822e-05 ; -3.386726e-04 + i -3.688822e-05 ; -1.443586e-03 + i -1.584930e-04 ; 9.099046e-04 + i 9.910537e-05 ; -9.099046e-04 + i -9.910537e-05 ; -1.185802e-03 + i -1.304152e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.010159e-03 + i -3.291215e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.625450e-04 + i -1.060982e-04 ; 3.982448e-04 + i 4.337669e-05 ; -0.000000e+00 + i -0.000000e+00 ; -2.053083e-03 + i -2.248785e-04 ; 1.203136e-03 + i 1.310435e-04 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.614781e-02 + i -1.758785e-03 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.807637e-05 + i -3.230862e-06 ; 5.861362e-03 + i 6.384069e-04 ; -5.861362e-03 + i -6.384069e-04 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; 1.614781e-02 + i 1.758785e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 5.227258e-04 + i 5.567701e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.230929e-03 + i 1.328104e-04 ; -0.000000e+00 + i -0.000000e+00 ; 3.386726e-04 + i 3.688822e-05 ; 3.830683e-04 + i 4.046602e-05 ; 9.080810e-05 + i 9.890817e-06 ; 9.099046e-04 + i 9.910537e-05 ; 7.066823e-04 + i 7.571081e-05 ; 3.333543e-04 + i 3.630842e-05 ; -0.000000e+00 + i -0.000000e+00 ; 5.805249e-04 + i 6.197197e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.488008e-03 + i 1.608105e-04 ; -0.000000e+00 + i -0.000000e+00 ; 3.982448e-04 + i 4.337669e-05 ; 4.159446e-04 + i 4.404644e-05 ; 0.000000e+00 + i -0.000000e+00 ; 1.203136e-03 + i 1.310435e-04 ; 7.901454e-04 + i 8.480104e-05 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; 5.861362e-03 + i 6.384069e-04 ; -1.807637e-05 + i -3.230862e-06 ; 5.861362e-03 + i 6.384069e-04 ; 0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; 1.614781e-02 + i 1.758785e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.614781e-02 + i 1.758785e-03 ; -5.404791e-03 + i -5.899405e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; 0.000000e+00 + i -0.000000e+00 ; 
-3.982448e-04 + i -4.337669e-05 ; -0.000000e+00 + i -0.000000e+00 ; 4.159446e-04 + i 4.404644e-05 ; -1.203136e-03 + i -1.310435e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.901454e-04 + i 8.480104e-05 ; -3.386726e-04 + i -3.688822e-05 ; 9.080810e-05 + i 9.890817e-06 ; 3.830683e-04 + i 4.046602e-05 ; -9.099046e-04 + i -9.910537e-05 ; 3.333543e-04 + i 3.630842e-05 ; 7.066823e-04 + i 7.571081e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.805249e-04 + i 6.197197e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.488008e-03 + i 1.608105e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.227258e-04 + i 5.567701e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.230929e-03 + i 1.328104e-04 ; -1.614781e-02 + i -1.758785e-03 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; -5.861362e-03 + i -6.384069e-04 ; 5.861362e-03 + i 6.384069e-04 ; -1.807637e-05 + i -3.230862e-06 ; -0.000000e+00 + i -0.000000e+00 ; 1.614781e-02 + i 1.758785e-03 ; -5.404791e-03 + i -5.899405e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; 
-1.443586e-03 + i -1.584930e-04 ; -9.099046e-04 + i -9.910537e-05 ; -9.099046e-04 + i -9.910537e-05 ; -2.194371e-03 + i -2.402677e-04 ; -2.840666e-03 + i -3.093995e-04 ; -2.840666e-03 + i -3.093995e-04 ; -2.053083e-03 + i -2.248785e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.203136e-03 + i -1.310435e-04 ; -4.785011e-03 + i -5.224350e-04 ; -0.000000e+00 + i -0.000000e+00 ; -4.966547e-03 + i -5.409458e-04 ; -2.053083e-03 + i -2.248785e-04 ; -1.203136e-03 + i -1.310435e-04 ; -0.000000e+00 + i -0.000000e+00 ; -4.785011e-03 + i -5.224350e-04 ; -4.966547e-03 + i -5.409458e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.010159e-03 + i -3.291215e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.179188e-02 + i -1.285609e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.807637e-05 + i -3.230862e-06 ; 5.861362e-03 + i 6.384069e-04 ; 5.861362e-03 + i 6.384069e-04 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.614781e-02 + i 1.758785e-03 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; 1.614781e-02 + i 1.758785e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-9.099046e-04 + i -9.910537e-05 ; 7.066823e-04 + i 7.571081e-05 ; -3.333543e-04 + i -3.630842e-05 ; -2.840666e-03 + i -3.093995e-04 ; 1.076243e-03 + i 1.159608e-04 ; -1.642438e-03 + i -1.788910e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.230929e-03 + i 1.328104e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.804841e-03 + i 4.131536e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.203136e-03 + i -1.310435e-04 ; 7.901454e-04 + i 8.480104e-05 ; -0.000000e+00 + i -0.000000e+00 ; -4.966547e-03 + i -5.409458e-04 ; 9.332452e-04 + i 1.003854e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.488008e-03 + i 1.608105e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.868788e-03 + i 6.379537e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -1.614781e-02 + i -1.758785e-03 ; 5.861362e-03 + i 6.384069e-04 ; -1.807637e-05 + i -3.230862e-06 ; -5.861362e-03 + i -6.384069e-04 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.614781e-02 + i 1.758785e-03 ; -5.404791e-03 + i -5.899405e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
-9.099046e-04 + i -9.910537e-05 ; -3.333543e-04 + i -3.630842e-05 ; 7.066823e-04 + i 7.571081e-05 ; -2.840666e-03 + i -3.093995e-04 ; -1.642438e-03 + i -1.788910e-04 ; 1.076243e-03 + i 1.159608e-04 ; -1.203136e-03 + i -1.310435e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.901454e-04 + i 8.480104e-05 ; -4.966547e-03 + i -5.409458e-04 ; -0.000000e+00 + i -0.000000e+00 ; 9.332452e-04 + i 1.003854e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.230929e-03 + i 1.328104e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.804841e-03 + i 4.131536e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.488008e-03 + i 1.608105e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.868788e-03 + i 6.379537e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.614781e-02 + i -1.758785e-03 ; -5.404791e-03 + i -5.899405e-04 ; 5.861362e-03 + i 6.384069e-04 ; -5.861362e-03 + i -6.384069e-04 ; -1.807637e-05 + i -3.230862e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; 1.614781e-02 + i 1.758785e-03 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; 
-7.892174e-04 + i -8.721933e-05 ; -3.386726e-04 + i -3.688822e-05 ; -3.386726e-04 + i -3.688822e-05 ; -1.443586e-03 + i -1.584930e-04 ; -9.099046e-04 + i -9.910537e-05 ; -9.099046e-04 + i -9.910537e-05 ; -9.625450e-04 + i -1.060982e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.982448e-04 + i -4.337669e-05 ; -2.053083e-03 + i -2.248785e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.203136e-03 + i -1.310435e-04 ; -9.625450e-04 + i -1.060982e-04 ; -3.982448e-04 + i -4.337669e-05 ; -0.000000e+00 + i -0.000000e+00 ; -2.053083e-03 + i -2.248785e-04 ; -1.203136e-03 + i -1.310435e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.185802e-03 + i -1.304152e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.010159e-03 + i -3.291215e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.807637e-05 + i -3.230862e-06 ; -5.861362e-03 + i -6.384069e-04 ; -5.861362e-03 + i -6.384069e-04 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.614781e-02 + i -1.758785e-03 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -1.614781e-02 + i -1.758785e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 
-3.386726e-04 + i -3.688822e-05 ; 3.830683e-04 + i 4.046602e-05 ; -9.080810e-05 + i -9.890817e-06 ; -9.099046e-04 + i -9.910537e-05 ; 7.066823e-04 + i 7.571081e-05 ; -3.333543e-04 + i -3.630842e-05 ; -0.000000e+00 + i -0.000000e+00 ; 5.227258e-04 + i 5.567701e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.230929e-03 + i 1.328104e-04 ; -0.000000e+00 + i -0.000000e+00 ; -3.982448e-04 + i -4.337669e-05 ; 4.159446e-04 + i 4.404644e-05 ; -0.000000e+00 + i -0.000000e+00 ; -1.203136e-03 + i -1.310435e-04 ; 7.901454e-04 + i 8.480104e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.805249e-04 + i 6.197197e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.488008e-03 + i 1.608105e-04 ; -0.000000e+00 + i -0.000000e+00 ; -5.861362e-03 + i -6.384069e-04 ; -1.807637e-05 + i -3.230862e-06 ; -5.861362e-03 + i -6.384069e-04 ; -0.000000e+00 + i -0.000000e+00 ; -5.404791e-03 + i -5.899405e-04 ; -1.614781e-02 + i -1.758785e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.074302e-02 + i 1.168844e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.614781e-02 + i -1.758785e-03 ; -5.404791e-03 + i -5.899405e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.091285e-02 + i -6.635758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.040924e-02 + i 3.310845e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.127400e+00 + i 1.387490e-02 ; -0.000000e+00 + i -0.000000e+00 ; 
